四则运算题目.0	456/410=
四则运算题目.915	89+349=
四则运算题目.916	155/126=
四则运算题目.917	62/506*515=
四则运算题目.918	406*638=
四则运算题目.919	760*2=
四则运算题目.920	882*975/523=
四则运算题目.921	106+295*408=
四则运算题目.922	733/815*889=
四则运算题目.923	327*388+780=
四则运算题目.924	844+305=
四则运算题目.925	2+199=
四则运算题目.926	316+164=
四则运算题目.927	569*672*623=
四则运算题目.928	484+499=
四则运算题目.929	769/902=
四则运算题目.930	110*608=
四则运算题目.931	678/728/357=
四则运算题目.932	385/907=
四则运算题目.933	421+190*737=
四则运算题目.934	449+533/336=
四则运算题目.935	130/416=
四则运算题目.936	873*666/204=
四则运算题目.937	931*474*791=
四则运算题目.938	885*889=
四则运算题目.939	681*288-236=
四则运算题目.940	474*405/55=
四则运算题目.941	442/33=
四则运算题目.942	257*506/862=
四则运算题目.943	900*834/222=
四则运算题目.944	840*880/333=
四则运算题目.945	288/360*618=
四则运算题目.946	562/695+925=
四则运算题目.947	230-790=
四则运算题目.948	97+605*978=
四则运算题目.949	285/663+430=
四则运算题目.950	100+272=
四则运算题目.951	958*902=
四则运算题目.952	254+108/300=
四则运算题目.953	896-584=
四则运算题目.954	857/666*513=
四则运算题目.955	278/269=
四则运算题目.956	733+508-495=
四则运算题目.957	539+66/698=
四则运算题目.958	277-275-803=
四则运算题目.959	557/403+729=
四则运算题目.960	821-860=
四则运算题目.961	504*588-646=
四则运算题目.962	993-85+740=
四则运算题目.963	307-527*718=
四则运算题目.964	134-120=
四则运算题目.965	193/898+219=
四则运算题目.966	340*691=
四则运算题目.967	776-379-343=
四则运算题目.968	590+822=
四则运算题目.969	986/194+407=
四则运算题目.970	367-626/701=
四则运算题目.971	14-365*197=
四则运算题目.972	695-48+492=
四则运算题目.973	556/585=
四则运算题目.974	366+71*109=
四则运算题目.975	253/680=
四则运算题目.976	436+461-94=
四则运算题目.977	406-339-815=
四则运算题目.978	34/114=
四则运算题目.979	440+930/790=
四则运算题目.980	666/596*769=
四则运算题目.981	106+753=
四则运算题目.982	127*76=
四则运算题目.983	311/889=
四则运算题目.984	223-768-369=
四则运算题目.985	761+955=
四则运算题目.986	439-14-83=
四则运算题目.987	88*285+589=
四则运算题目.988	21*634+171=
四则运算题目.989	71+717=
四则运算题目.990	668-14+255=
四则运算题目.991	393*780/81=
四则运算题目.992	581*940=
四则运算题目.993	332+174/171=
四则运算题目.994	441+396/353=
四则运算题目.995	398/938-553=
四则运算题目.996	150/431*874=
四则运算题目.997	943/771+115=
四则运算题目.998	84*114*721=
四则运算题目.999	6-693=
四则运算题目.1000	733-318=
四则运算题目.1001	94+371+429=
四则运算题目.1002	922+48=
四则运算题目.1003	141/714+380=
四则运算题目.1004	783/337/889=
四则运算题目.1005	283*678/843=
四则运算题目.1006	755+182/996=
四则运算题目.1007	33/58-521=
四则运算题目.1008	31+304+699=
四则运算题目.1009	979-347+667=
四则运算题目.1010	397*975*465=
四则运算题目.1011	855/320-72=
四则运算题目.1012	410-803=
四则运算题目.1013	442/502*852=
四则运算题目.1014	997/616=
四则运算题目.1015	818/361*297=
四则运算题目.1016	371*946=
四则运算题目.1017	656-797/623=
四则运算题目.1018	9/687=
四则运算题目.1019	292*55=
四则运算题目.1020	204*998=
四则运算题目.1021	172-824+416=
四则运算题目.1022	307-579*97=
四则运算题目.1023	811/159-672=
四则运算题目.1024	205/143=
四则运算题目.1025	576/458-314=
四则运算题目.1026	142/781=
四则运算题目.1027	66/55/173=
四则运算题目.1028	645-731-453=
四则运算题目.1029	628+258/957=
四则运算题目.1030	217*168*326=
四则运算题目.1031	289/141=
四则运算题目.1032	805-564=
四则运算题目.1033	462/505+631=
四则运算题目.1034	397-321*277=
四则运算题目.1035	477/976+175=
四则运算题目.1036	600-640=
四则运算题目.1037	505+623=
四则运算题目.1038	689-273=
四则运算题目.1039	939+210+770=
四则运算题目.1040	355/111*393=
四则运算题目.1041	376/269-48=
四则运算题目.1042	843-728*840=
四则运算题目.1043	228+727=
四则运算题目.1044	654-269*478=
四则运算题目.1045	364/793+138=
四则运算题目.1046	269*393+930=
四则运算题目.1047	18*583*374=
四则运算题目.1048	976+171+420=
四则运算题目.1049	594-951/430=
四则运算题目.1050	267/678=
四则运算题目.1051	845*763/509=
四则运算题目.1052	703*475-212=
四则运算题目.1053	136/63/233=
四则运算题目.1054	680*535+788=
四则运算题目.1055	440/752=
四则运算题目.1056	71+170=
四则运算题目.1057	233-563*824=
四则运算题目.1058	848+521=
四则运算题目.1059	547/563=
四则运算题目.1060	147*40+376=
四则运算题目.1061	294/462-119=
四则运算题目.1062	421/33*553=
四则运算题目.1063	357+293=
四则运算题目.1064	36+487-94=
四则运算题目.1065	25*742-602=
四则运算题目.1066	318/356*133=
四则运算题目.1067	15-601/443=
四则运算题目.1068	538*391+819=
四则运算题目.1069	143-176*849=
四则运算题目.1070	506+926/379=
四则运算题目.1071	300-630-632=
四则运算题目.1072	334/466/228=
四则运算题目.1073	37/240=
四则运算题目.1074	194+679/912=
四则运算题目.1075	39/126+660=
四则运算题目.1076	953-73+321=
四则运算题目.1077	61/164=
四则运算题目.1078	340+863-949=
四则运算题目.1079	813*993/679=
四则运算题目.1080	170*530=
四则运算题目.1081	728+493+297=
四则运算题目.1082	718+46=
四则运算题目.1083	146+840*512=
四则运算题目.1084	845+289=
四则运算题目.1085	546*938/210=
四则运算题目.1086	646/594-781=
四则运算题目.1087	653/644-160=
四则运算题目.1088	28*834/987=
四则运算题目.1089	781*488=
四则运算题目.1090	421/853-408=
四则运算题目.1091	114+341/110=
四则运算题目.1092	174*566/265=
四则运算题目.1093	804+287=
四则运算题目.1094	757*907+728=
四则运算题目.1095	786+161-434=
四则运算题目.1096	819+558=
四则运算题目.1097	48/629-670=
四则运算题目.1098	494*560*293=
四则运算题目.1099	816/370+949=
四则运算题目.1100	194*942*544=
四则运算题目.1101	383*728-285=
四则运算题目.1102	183-471=
四则运算题目.1103	903*687+904=
四则运算题目.1104	653/602*132=
四则运算题目.1105	540/188-370=
四则运算题目.1106	764+334=
四则运算题目.1107	941-835+869=
四则运算题目.1108	222+669=
四则运算题目.1109	459/750-49=
四则运算题目.1110	104-726*863=
四则运算题目.1111	305*120=
四则运算题目.1112	605+583=
四则运算题目.1113	855/620+691=
四则运算题目.1114	425/471=
四则运算题目.1115	619/128*958=
四则运算题目.1116	606+624=
四则运算题目.1117	164+659/807=
四则运算题目.1118	759*495=
四则运算题目.1119	214+901+902=
四则运算题目.1120	258*648/778=
四则运算题目.1121	741*69/953=
四则运算题目.1122	928*59=
四则运算题目.1123	223*979*253=
四则运算题目.1124	609*478=
四则运算题目.1125	1000-546=
四则运算题目.1126	678/848-378=
四则运算题目.1127	578+958=
四则运算题目.1128	950-257=
四则运算题目.1129	760+750-638=
四则运算题目.1130	350*658/998=
四则运算题目.1131	939/172=
四则运算题目.1132	601-164=
四则运算题目.1133	195-30=
四则运算题目.1134	397-416/324=
四则运算题目.1135	30*118*221=
四则运算题目.1136	332/20-734=
四则运算题目.1137	19*514/765=
四则运算题目.1138	615/771=
四则运算题目.1139	322-659+407=
四则运算题目.1140	849*465=
四则运算题目.1141	307*638=
四则运算题目.1142	807+131-276=
四则运算题目.1143	530/951+855=
四则运算题目.1144	111-849*105=
四则运算题目.1145	847*434+313=
四则运算题目.1146	874*368=
四则运算题目.1147	744/813*159=
四则运算题目.1148	356+404=
四则运算题目.1149	360/389/845=
四则运算题目.1150	274-392=
四则运算题目.1151	596/557=
四则运算题目.1152	899*912+874=
四则运算题目.1153	321*306*444=
四则运算题目.1154	420*698=
四则运算题目.1155	405*578+300=
四则运算题目.1156	797-978*20=
四则运算题目.1157	423+9=
四则运算题目.1158	748-669=
四则运算题目.1159	400+745*505=
四则运算题目.1160	955+991+30=
四则运算题目.1161	987/165/81=
四则运算题目.1162	60/854+508=
四则运算题目.1163	418*696-377=
四则运算题目.1164	884/697+821=
四则运算题目.1165	509+297-491=
四则运算题目.1166	735-470*873=
四则运算题目.1167	757/164=
四则运算题目.1168	123+879-816=
四则运算题目.1169	975-577=
四则运算题目.1170	562*474*600=
四则运算题目.1171	769-173=
四则运算题目.1172	948-297+56=
四则运算题目.1173	948/486-129=
四则运算题目.1174	626+552=
四则运算题目.1175	498*711/140=
四则运算题目.1176	175-249+826=
四则运算题目.1177	244-785/166=
四则运算题目.1178	602/755*439=
四则运算题目.1179	207/353=
四则运算题目.1180	957*468*978=
四则运算题目.1181	287/95=
四则运算题目.1182	862/192=
四则运算题目.1183	511+985/65=
四则运算题目.1184	120/899/567=
四则运算题目.1185	183-605-491=
四则运算题目.1186	852*678+256=
四则运算题目.1187	338+917/728=
四则运算题目.1188	945+1=
四则运算题目.1189	251-877/166=
四则运算题目.1190	650+259/417=
四则运算题目.1191	447/519=
四则运算题目.1192	954-502-888=
四则运算题目.1193	86*840+318=
四则运算题目.1194	275*391=
四则运算题目.1195	630*45/977=
四则运算题目.1196	535/271/311=
四则运算题目.1197	835*234=
四则运算题目.1198	64/992+328=
四则运算题目.1199	925/465*955=
四则运算题目.1200	401+832*177=
四则运算题目.1201	75+678/567=
四则运算题目.1202	124-976/664=
四则运算题目.1203	222-43*878=
四则运算题目.1204	449+78=
四则运算题目.1205	924/18/120=
四则运算题目.1206	208-272=
四则运算题目.1207	634-562=
四则运算题目.1208	234/31=
四则运算题目.1209	340/90+44=
四则运算题目.1210	531/885=
四则运算题目.1211	502-283-650=
四则运算题目.1212	194+100=
四则运算题目.1213	976*741=
四则运算题目.1214	802+636/731=
四则运算题目.1215	634*549=
四则运算题目.1216	393*817+38=
四则运算题目.1217	231/619-330=
四则运算题目.1218	881*755-302=
四则运算题目.1219	604+445=
四则运算题目.1220	661+822-115=
四则运算题目.1221	386-932=
四则运算题目.1222	401*371=
四则运算题目.1223	594+84*405=
四则运算题目.1224	878+59+253=
四则运算题目.1225	564-279/45=
四则运算题目.1226	607*381*914=
四则运算题目.1227	51*827/148=
四则运算题目.1228	252-595=
四则运算题目.1229	664*732-100=
四则运算题目.1230	572*575=
四则运算题目.1231	746-577/297=
四则运算题目.1232	150+359=
四则运算题目.1233	20*675+17=
四则运算题目.1234	210-83*688=
四则运算题目.1235	770-375/696=
四则运算题目.1236	10+236+768=
四则运算题目.1237	582/520=
四则运算题目.1238	279/698*593=
四则运算题目.1239	613-955-828=
四则运算题目.1240	610-822=
四则运算题目.1241	262+175*894=
四则运算题目.1242	228*601+739=
四则运算题目.1243	214-630-351=
四则运算题目.1244	278-322*176=
四则运算题目.1245	535/876+599=
四则运算题目.1246	305/395=
四则运算题目.1247	60*112*705=
四则运算题目.1248	130/161/442=
四则运算题目.1249	460+452/447=
四则运算题目.1250	672*916*69=
四则运算题目.1251	209/104/658=
四则运算题目.1252	193/838=
四则运算题目.1253	540-787+831=
四则运算题目.1254	394-461+208=
四则运算题目.1255	782*215+384=
四则运算题目.1256	727-545+808=
四则运算题目.1257	723-795/343=
四则运算题目.1258	612/577/774=
四则运算题目.1259	574*890-934=
四则运算题目.1260	837+830=
四则运算题目.1261	987-777-10=
四则运算题目.1262	781*666=
四则运算题目.1263	957+142-350=
四则运算题目.1264	42-934/144=
四则运算题目.1265	58+892*260=
四则运算题目.1266	453/200-960=
四则运算题目.1267	102*36/684=
四则运算题目.1268	487-492=
四则运算题目.1269	707*830=
四则运算题目.1270	91*570*58=
四则运算题目.1271	849*308=
四则运算题目.1272	476+219*33=
四则运算题目.1273	315*482/706=
四则运算题目.1274	720-998=
四则运算题目.1275	428-140=
四则运算题目.1276	917-766=
四则运算题目.1277	263+437=
四则运算题目.1278	588*36*878=
四则运算题目.1279	459*2=
四则运算题目.1280	107-519-452=
四则运算题目.1281	997+960=
四则运算题目.1282	955/962-810=
四则运算题目.1283	980-612=
四则运算题目.1284	961*525=
四则运算题目.1285	959/672=
四则运算题目.1286	423-284*215=
四则运算题目.1287	157*166=
四则运算题目.1288	854-946-344=
四则运算题目.1289	359/510+889=
四则运算题目.1290	202/145+687=
四则运算题目.1291	802+104=
四则运算题目.1292	761+939+585=
四则运算题目.1293	780/473=
四则运算题目.1294	880-363-194=
四则运算题目.1295	585/26=
四则运算题目.1296	955-702*26=
四则运算题目.1297	358+354=
四则运算题目.1298	452*159+91=
四则运算题目.1299	23+573-612=
四则运算题目.1300	254*240+920=
四则运算题目.1301	971*899/273=
四则运算题目.1302	123+924-859=
四则运算题目.1303	672+695/972=
四则运算题目.1304	918/277/979=
四则运算题目.1305	916*863/842=
四则运算题目.1306	777*228+235=
